age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
27,4,256789,11,4,1,3,4,0,0,0,40,39,0
44,4,227074,11,2,10,0,4,1,0,0,52,39,1
49,4,71463,0,4,8,3,4,0,0,0,40,26,0
38,2,268252,11,4,1,4,4,0,2739,0,40,39,0
55,4,207636,12,2,10,0,4,1,0,0,17,39,0
25,4,297622,15,2,14,0,4,1,0,0,50,39,0
41,4,222779,11,2,1,0,4,1,0,0,50,39,0
27,4,156862,1,4,1,1,4,0,0,0,40,39,0
57,4,191855,9,2,13,0,4,0,0,0,50,39,1
23,4,85763,1,4,8,3,2,1,0,0,21,39,0
22,4,108207,15,4,6,3,4,0,0,0,40,39,0
42,2,192714,11,5,12,5,4,0,0,0,14,39,1
30,4,158555,11,0,3,1,4,1,0,0,50,39,0
19,4,374625,11,4,6,3,4,1,0,0,19,39,0
36,4,361933,15,4,12,1,4,1,0,0,17,39,0
32,4,291539,11,4,3,1,4,1,0,0,31,39,0
29,4,222113,8,4,1,3,4,0,0,0,40,39,0
48,4,199930,7,2,13,0,4,1,7428,0,60,39,1
40,0,245390,11,6,0,1,4,1,0,0,40,39,0
22,4,279010,0,4,6,1,4,1,0,0,40,39,1
26,4,199621,9,2,12,0,4,1,0,0,22,39,1
52,4,216622,11,0,12,1,4,1,0,0,50,39,0
37,4,499306,5,5,6,2,4,1,0,0,19,26,0
24,4,159536,2,4,6,3,1,1,0,0,25,0,0
23,4,111202,15,4,12,3,4,1,0,0,19,39,0
27,4,108040,9,2,10,0,4,1,0,0,36,39,1
44,4,386376,9,2,12,0,4,1,0,0,76,39,1
26,4,243271,15,0,3,2,4,1,0,0,40,39,0
41,6,196911,11,5,1,4,4,0,0,0,40,39,0
24,4,66375,15,4,8,3,2,0,0,0,40,39,0
50,4,93541,9,4,1,1,2,0,0,0,40,21,0
30,4,195814,11,2,3,0,4,1,0,0,40,39,0
19,4,367018,15,4,6,4,4,0,0,0,20,39,0
47,4,261434,15,0,3,4,2,0,0,0,40,39,0
49,2,573952,11,4,4,3,2,0,2,0,44,39,1
20,4,187575,11,4,3,1,4,1,0,0,50,39,0
46,4,127361,11,4,6,3,4,0,0,0,35,39,0
44,4,211445,1,2,12,4,4,1,0,0,62,0,0
35,4,192852,11,4,6,1,4,1,0,0,44,39,0
44,4,35916,15,4,1,1,4,0,0,0,40,39,0
47,4,154037,1,6,1,4,4,0,0,0,40,39,0
43,4,185437,12,2,12,0,4,1,0,0,60,39,0
59,0,113390,15,4,0,3,4,1,0,0,21,39,1
45,6,61612,15,2,1,0,4,1,39069,0,40,39,1
35,4,273387,11,0,10,1,4,0,0,0,40,39,0
45,4,155478,11,5,11,3,4,1,2745,0,46,39,0
46,4,346844,11,0,12,3,2,1,0,0,93,39,1
51,4,137235,15,5,11,3,2,1,0,0,40,39,0
44,4,194113,15,2,13,0,4,1,0,0,40,39,1
39,2,158298,9,2,10,2,4,0,0,0,33,39,0
71,4,188822,7,2,4,0,4,1,7400,0,40,39,1
35,4,175419,12,2,4,0,4,0,0,0,50,39,0
26,4,201942,11,4,7,3,4,1,0,0,40,14,0
22,4,217491,11,4,8,2,4,1,0,0,40,39,0
22,4,37945,15,4,6,3,4,1,0,0,14,39,0
41,6,116703,9,4,12,1,4,0,0,0,54,39,0
57,4,165470,9,4,11,3,4,1,0,0,60,39,1
20,4,130720,0,4,6,1,4,1,0,0,40,39,0
33,4,151754,15,4,12,3,2,1,0,0,32,39,0
27,4,89821,9,4,12,4,2,0,0,0,11,39,0
51,2,228515,7,2,13,0,4,1,0,0,40,39,1
37,4,344751,9,1,5,5,4,0,0,0,21,39,0
31,4,152508,9,4,1,3,2,0,0,0,40,39,0
37,4,210305,9,4,12,1,4,1,0,1410,60,39,0
33,4,121096,11,4,1,3,4,1,0,0,19,39,0
41,6,136061,9,2,14,0,4,1,0,0,40,39,1
60,7,367057,9,2,4,5,4,0,0,1875,51,39,1
46,4,87243,11,2,3,0,4,1,0,0,40,39,0
37,6,129375,9,5,10,2,2,0,39160,0,34,39,1
52,4,343915,11,5,13,1,2,1,0,0,40,39,0
38,4,209298,15,2,13,0,4,1,1,0,40,39,1
48,4,459796,15,4,5,3,0,1,0,0,44,39,0
28,4,384364,13,4,6,2,4,1,0,0,40,39,0
50,4,246969,11,2,10,5,4,0,39090,0,44,37,1
26,4,263337,9,4,8,3,2,0,0,0,40,39,0
47,6,104821,11,2,4,0,4,1,0,1861,40,39,1
34,4,439270,7,2,4,0,4,0,0,0,17,39,0
45,4,97034,9,2,12,0,4,1,0,0,60,0,0
38,4,345830,11,2,1,0,4,1,2743,0,40,39,1
25,4,257995,9,4,1,3,4,0,0,0,52,39,0
49,0,91968,11,2,0,0,2,1,0,0,77,39,1
24,4,92532,11,5,3,4,2,1,0,0,40,39,0
25,4,235234,9,4,10,1,4,1,0,0,40,39,0
24,4,171957,11,4,6,1,4,1,0,0,40,39,0
44,4,160372,9,4,12,1,4,0,14738,0,30,39,0
36,4,264161,11,4,3,1,4,1,0,0,60,39,0
24,4,290624,9,4,1,3,2,0,0,0,40,39,0
25,4,44726,11,0,12,3,4,1,0,0,35,39,0
58,0,339022,9,2,10,0,4,1,0,0,40,39,1
31,4,178850,15,2,3,0,4,1,0,0,43,39,0
30,4,189663,11,0,6,1,4,1,0,0,40,39,0
36,4,106134,11,4,1,3,4,1,2729,0,81,39,0
45,4,458778,15,5,1,4,2,1,0,0,40,39,0
51,4,172678,7,2,13,2,4,0,7427,0,79,39,1
23,4,192058,9,4,10,1,4,0,0,0,40,32,0
40,4,516437,9,4,5,3,4,1,0,0,40,26,0
41,4,20161,15,4,10,1,4,1,0,0,40,39,0
30,4,104108,12,0,7,1,4,1,0,0,40,27,0
26,4,211773,7,5,7,4,4,0,0,0,40,39,0
24,4,128694,11,4,12,3,4,1,0,0,48,39,0
44,4,233061,7,0,5,1,2,1,0,0,40,39,1
56,4,175429,11,2,1,5,4,0,0,0,21,33,0
43,4,122810,11,2,7,0,4,1,0,0,40,39,0
27,4,61219,15,4,1,3,2,0,0,0,40,39,0
35,4,113748,6,5,7,2,3,0,0,0,40,26,0
61,2,241837,15,2,8,0,4,1,0,0,55,39,0
21,4,127495,11,4,8,3,4,1,0,0,33,39,0
37,4,77030,11,2,7,0,4,1,0,0,78,39,0
30,4,124719,7,5,3,1,4,1,0,0,45,39,0
32,4,207289,1,0,3,3,4,1,0,0,11,0,0
40,2,205178,11,2,11,0,4,1,0,0,40,39,0
27,2,30544,15,4,1,1,4,0,0,1791,40,39,0
26,4,191489,9,4,4,1,4,1,0,0,50,39,0
33,4,90427,11,2,8,0,4,0,0,0,80,39,0
56,7,186928,9,4,4,3,4,0,4748,0,20,39,0
17,4,169434,2,4,12,3,4,0,0,0,19,0,0
40,4,189896,11,4,8,4,4,0,0,0,30,39,0
36,7,193580,11,2,1,0,4,1,0,0,40,39,0
28,4,224368,11,2,3,0,4,1,0,0,18,39,0
38,4,204107,11,2,4,0,4,1,0,0,40,39,1
41,0,34488,9,2,0,5,4,0,0,0,32,39,0
26,4,233627,15,4,12,1,4,1,0,0,21,39,0
45,6,190495,11,2,3,0,4,1,0,0,50,40,0
41,4,106957,11,4,8,3,4,0,0,0,20,39,0
27,4,89020,2,4,8,3,2,1,0,0,40,39,0
28,4,22336,15,4,8,1,0,1,0,0,40,39,0
27,4,425829,9,5,6,0,2,1,0,0,40,39,1
23,4,270275,9,4,12,3,4,0,0,0,31,26,0
29,4,205454,2,4,8,3,2,0,0,0,40,8,0
48,6,75682,11,4,6,1,4,1,38953,0,46,39,0
45,5,240315,12,2,4,0,4,1,0,0,60,39,0
30,4,183218,9,2,12,0,4,1,0,0,49,39,1
40,4,171136,8,4,12,1,4,0,0,0,42,39,0
44,4,140589,5,2,3,0,4,1,0,0,40,39,0
46,4,158861,9,2,7,0,4,1,14863,0,40,39,1
45,4,116884,13,0,3,1,4,1,0,0,60,39,1
38,4,179651,12,4,12,1,4,0,0,0,16,39,0
43,6,144869,11,0,12,1,4,0,39022,0,48,39,0
48,2,47436,15,4,12,1,0,1,2741,0,62,39,0
38,2,177802,1,2,1,2,2,0,0,0,40,39,0
32,0,141211,11,4,0,2,4,1,0,0,40,39,0
44,4,209996,15,4,1,3,4,1,0,0,30,39,0
31,4,50602,15,4,1,3,4,0,0,0,22,39,0
25,4,156804,11,2,3,0,4,1,0,0,50,39,0
51,4,134984,13,4,3,1,4,1,0,0,40,39,0
40,2,187047,9,4,10,1,4,0,2744,0,28,39,0
29,4,156125,11,4,4,3,4,1,0,0,40,39,0
48,4,182322,9,0,10,1,4,0,2752,0,10,39,0
40,4,187381,11,4,8,1,4,0,0,0,50,39,0
50,6,109993,15,2,1,0,4,1,0,0,45,39,0
20,4,77680,11,4,12,3,4,1,0,0,17,39,0
52,1,73767,15,6,1,1,2,0,0,0,40,39,0
39,4,232693,9,2,10,0,4,1,14346,0,86,2,1
23,4,413557,7,2,6,2,4,1,0,0,40,39,0
30,0,36501,11,4,0,3,4,1,0,0,31,39,0
34,4,114774,15,4,1,3,4,0,0,0,25,39,0
34,6,211514,12,4,10,1,4,0,0,0,49,39,0
43,4,345523,9,5,7,4,4,0,14780,0,60,39,1
48,4,245216,0,5,7,3,4,0,0,0,77,26,0
55,4,237649,11,0,8,1,4,0,0,0,30,39,0
82,4,257507,7,6,3,4,4,0,0,0,10,39,0
25,4,88470,11,4,1,3,4,0,0,0,32,39,0
17,4,30614,1,4,12,3,2,0,0,0,21,39,0
43,4,149587,11,2,6,2,1,1,0,0,40,37,0
31,4,408516,11,2,3,0,4,1,0,0,40,39,0
29,4,73925,11,4,3,1,4,0,0,0,40,39,0
45,4,152422,8,2,7,0,4,1,0,0,40,39,0
44,1,314569,9,2,10,0,4,1,0,0,61,0,1
39,7,150190,9,2,10,0,4,0,0,0,40,39,1
23,4,61363,11,2,12,0,4,1,0,0,55,39,0
52,7,199083,9,2,1,0,4,1,0,0,35,39,0
26,4,184680,11,4,6,3,4,0,0,0,30,39,0
24,7,142055,15,4,1,5,2,0,0,0,30,39,0
31,4,182365,11,4,3,1,4,1,0,0,40,39,0
47,4,202635,15,4,10,2,2,0,0,0,99,39,0
31,0,90854,8,6,0,1,4,0,0,0,40,39,0
24,4,62336,8,4,12,1,0,0,0,0,21,39,0
44,4,180925,11,5,8,2,4,0,0,0,40,39,0
21,4,183304,11,4,7,3,2,0,0,0,40,39,0
27,4,159390,8,5,4,1,4,1,0,0,17,39,0
43,5,552315,9,2,4,0,4,1,0,0,50,39,1
44,4,218383,7,2,3,0,4,1,0,0,40,39,1
29,4,47853,7,4,10,3,4,1,0,0,40,39,0
35,4,422891,11,4,14,1,4,1,0,0,50,39,0
18,4,202027,15,4,1,3,2,0,0,0,40,39,0
24,6,80532,9,4,5,3,4,1,0,0,60,39,0
32,0,261288,11,2,0,0,4,1,0,1844,40,39,0
53,7,525457,1,2,5,0,4,1,0,0,20,39,0
48,4,215617,11,2,3,3,4,1,0,0,40,25,0
46,6,107489,11,4,12,3,4,0,0,0,30,39,0
43,4,388415,9,2,4,0,4,1,14784,0,40,39,1
17,4,141946,0,4,8,3,2,0,0,0,40,39,0
26,4,249167,15,2,12,0,4,1,0,0,60,39,0
51,4,350469,11,2,4,0,4,1,0,0,50,39,1
33,6,193786,11,2,8,0,4,1,0,0,48,39,0
54,4,149490,1,4,12,3,4,0,0,0,10,39,1
41,4,135189,9,0,12,1,4,0,0,0,52,39,0
22,4,138417,13,4,3,1,4,1,0,0,40,39,0
25,4,258343,11,4,12,3,4,0,0,0,22,39,0
57,4,310331,1,5,7,2,0,1,0,0,21,39,0
46,4,182962,9,4,10,2,4,0,0,0,52,39,0
33,4,200174,15,2,3,0,4,1,2720,0,60,39,0
43,4,201888,15,2,4,0,4,1,0,0,30,39,0
39,4,228694,11,0,14,1,4,1,0,0,42,39,0
36,2,251085,11,2,5,0,4,1,0,0,45,39,1
27,7,239445,9,2,1,5,2,0,0,0,40,39,1
29,4,177671,9,2,4,0,4,0,7605,0,34,39,1
44,4,193294,11,4,6,1,4,1,0,0,40,39,0
19,0,198192,11,4,12,3,4,0,0,0,9,39,0
39,4,130507,9,4,4,3,4,1,12826,0,44,39,0
33,2,41987,11,2,7,0,4,1,0,0,40,39,0
61,4,195081,5,0,7,1,4,1,0,0,40,39,0
33,2,38048,13,0,10,1,0,0,0,0,40,39,0
43,4,237789,11,4,8,1,4,1,0,0,34,39,1
22,7,273955,1,4,6,3,2,0,0,0,40,39,0
43,4,200180,9,2,10,0,4,1,7618,0,60,39,1
29,4,257590,9,0,8,3,2,0,0,0,40,39,0
29,2,289750,15,2,13,0,4,1,0,0,77,39,0
42,4,186258,11,2,6,0,4,1,0,0,17,39,0
22,0,62915,11,4,8,3,4,1,0,0,29,39,0
42,2,148306,8,5,11,2,4,0,0,0,40,39,1
47,2,205788,9,2,10,0,4,1,1,0,60,39,1
41,4,194745,11,0,1,1,4,0,0,0,40,39,0
29,4,67663,11,4,1,3,2,0,0,0,40,39,0
19,4,142322,11,4,12,3,4,1,2767,0,31,0,0
19,4,86828,13,4,3,1,4,1,0,0,40,39,0
22,4,163418,5,4,3,1,4,1,0,0,40,39,0
47,4,121870,9,0,3,2,4,1,0,0,47,39,0
44,4,185224,15,2,8,0,4,1,0,0,78,39,0
34,4,222140,11,4,12,3,4,0,0,0,19,39,0
29,4,188443,11,2,7,5,4,0,0,0,50,39,0
57,4,109357,15,6,12,1,0,1,39045,0,44,39,0
71,2,215537,9,4,11,3,4,1,0,0,50,39,1
32,4,122395,8,4,1,1,4,0,0,0,44,39,0
30,6,105740,11,0,12,1,4,1,4,0,36,39,0
51,4,177337,10,2,10,0,4,1,2696,0,40,21,0
35,6,177473,9,4,12,1,4,1,0,0,37,39,0
48,4,106144,9,5,12,2,0,0,0,0,33,39,0
54,6,99314,11,0,12,4,4,1,0,0,33,39,0
20,4,62969,11,4,1,3,4,1,0,0,30,37,0
46,4,226042,9,2,4,0,4,1,4756,0,50,39,1
56,4,232118,1,5,12,1,4,0,0,0,20,39,0
32,4,173323,11,2,3,2,4,1,0,0,40,25,0
21,4,230410,11,4,6,1,4,1,0,0,49,39,0
34,4,191258,11,0,1,4,2,0,0,0,40,39,0
23,4,333244,15,4,12,3,4,1,0,0,50,39,0
39,4,193025,11,2,6,0,4,1,0,0,78,39,1
31,4,304386,15,4,8,3,4,1,0,0,30,39,0
23,4,155850,11,2,12,3,2,1,0,0,40,39,0
47,4,134836,11,2,3,0,4,1,0,0,75,25,0
65,2,480559,15,6,10,1,4,1,0,0,40,39,0
69,4,198465,15,2,7,0,4,1,0,0,21,39,0
39,6,126331,15,4,8,3,4,0,0,0,20,39,0
25,4,228011,11,4,12,1,4,0,0,0,20,39,0
28,4,116573,15,2,5,0,4,1,0,0,36,39,0
36,4,28665,12,4,10,2,4,0,1,0,44,39,0
41,4,103104,8,4,7,1,2,0,0,0,40,39,0
20,4,69601,11,2,1,0,4,1,0,0,40,39,0
23,7,41816,15,4,1,3,0,0,0,0,21,39,0
21,4,337884,11,5,1,2,4,0,0,0,40,37,0
35,4,121539,11,2,12,0,4,1,0,0,76,39,1
45,4,148639,9,4,3,3,4,1,2,0,40,39,0
52,4,144368,11,2,14,0,4,1,0,0,47,39,0
18,4,147261,11,5,6,3,4,1,0,0,40,39,0
35,4,169002,15,4,4,5,4,0,0,0,26,31,1
46,4,79352,11,5,6,3,4,1,0,0,76,39,0
34,4,473057,15,2,12,0,4,1,2787,0,40,26,0
51,4,114360,15,4,12,3,4,0,0,0,30,39,0
23,4,250132,7,2,1,0,4,1,0,0,40,39,0
41,4,230314,12,2,10,0,4,1,0,0,40,39,1
36,4,112814,15,4,1,1,4,0,1,0,40,39,0
45,2,201101,11,0,1,5,4,0,0,0,50,39,1
31,6,99608,11,2,4,0,4,1,0,0,40,39,0
52,1,167795,9,2,10,5,1,0,0,0,40,39,1
48,4,216550,7,2,5,0,4,1,0,1853,40,39,1
18,0,151266,11,4,0,3,0,0,2822,0,21,39,0
65,0,294291,11,4,0,2,4,0,0,0,21,39,0
39,5,235517,12,2,4,0,4,1,0,0,51,39,0
42,7,43012,15,2,4,0,2,1,0,0,40,39,0
23,4,438040,9,4,1,3,4,0,0,0,40,39,0
56,4,69789,15,0,10,1,0,0,0,1661,45,39,0
60,4,197407,11,2,3,0,4,1,7477,0,40,39,1
35,4,160889,9,4,10,1,4,0,0,1848,40,39,0
42,4,177770,15,4,3,1,4,1,2718,0,40,39,1
45,4,47376,7,3,7,4,4,1,0,0,40,39,1
55,4,143775,1,2,8,0,4,1,0,0,44,26,0
36,4,358991,10,4,6,3,4,0,0,0,52,26,0
36,7,104290,9,2,8,0,4,0,0,0,21,32,1
42,2,120721,11,2,1,2,2,1,2761,0,40,39,0
38,4,126414,9,4,1,2,4,1,0,0,30,39,0
29,4,250369,3,2,4,0,4,1,0,0,36,37,0
28,6,114254,11,0,1,2,4,0,0,0,7,39,0
41,4,109293,15,6,1,4,4,0,0,0,40,39,0
67,4,266027,5,2,8,0,4,1,39133,0,51,39,1
21,4,153364,9,4,7,3,4,0,0,0,40,39,0
56,2,154060,5,2,12,0,4,1,0,0,44,39,0
19,4,152284,8,4,6,3,4,1,0,0,70,39,0
49,4,135769,9,2,4,0,4,1,0,0,45,39,1
52,4,365968,9,0,12,5,2,0,0,0,92,39,0
24,4,204742,9,4,12,3,4,0,0,0,40,39,0
44,4,185550,15,2,1,0,4,0,0,0,21,39,0
44,4,447039,5,5,8,4,2,0,0,0,40,26,0
19,4,362938,15,4,8,3,3,1,2730,0,29,39,0
46,2,156708,10,2,10,0,4,1,39141,0,40,21,1
49,4,242556,11,0,1,2,2,0,0,0,40,39,0
45,4,171606,11,2,3,0,4,1,0,0,60,39,0
30,4,186862,8,4,3,1,4,1,0,0,36,39,0
26,4,27493,15,4,12,1,0,1,0,0,22,39,0
32,4,76422,15,4,1,3,2,0,0,0,40,9,0
35,6,109049,12,4,10,1,4,0,2725,0,21,21,0
38,6,91123,11,2,12,0,4,1,0,0,78,40,0
32,0,73190,11,4,0,4,0,0,0,0,22,39,0
37,4,199568,11,2,4,0,1,1,2698,0,40,20,0
48,4,363038,12,2,4,0,4,1,0,0,50,39,0
36,4,152655,9,4,4,1,4,0,0,0,20,39,1
70,4,199905,11,2,1,5,4,0,0,1864,10,39,0
21,4,109360,1,2,5,0,4,1,0,0,40,39,0
45,4,26208,11,0,3,2,1,1,0,0,60,39,0
43,4,68860,11,4,1,4,4,0,0,0,40,39,0
55,4,71396,11,2,8,2,4,0,0,0,35,39,0
33,4,181117,11,4,12,4,4,0,0,0,20,39,0
46,4,83139,11,2,12,1,4,1,4753,0,51,4,0
24,4,85943,11,2,6,0,2,1,0,0,40,39,0
44,4,275561,14,0,10,0,4,1,0,0,56,0,1
64,0,87529,11,6,0,3,4,1,0,0,40,39,0
36,4,112034,9,5,3,3,4,0,0,0,20,11,0
53,4,135540,11,0,1,1,4,0,0,1861,40,39,0
29,2,395794,7,2,5,0,4,1,0,0,40,39,1
19,2,124983,11,6,0,3,2,0,0,0,40,39,0
75,4,150523,15,2,13,0,4,0,0,0,40,39,1
42,4,116088,15,4,10,5,4,0,2864,0,16,31,0
35,4,233980,1,4,3,3,2,1,0,0,40,39,0
47,4,285207,11,2,4,0,4,1,2797,0,60,39,0
40,0,179378,11,4,0,1,4,1,0,0,46,11,0
38,4,72118,9,0,1,4,4,0,0,0,40,39,0
40,4,243415,9,2,10,5,4,0,39077,0,18,39,1
41,4,41446,15,4,1,1,0,0,0,1869,30,39,0
19,0,143201,15,4,0,3,2,0,0,0,40,39,0
24,4,37831,9,4,5,4,4,1,0,0,19,39,0
39,5,288396,9,2,10,0,4,1,0,0,60,39,1
28,4,113658,15,4,3,3,4,1,0,0,40,20,0
49,4,196411,5,0,10,1,4,0,0,0,20,21,0
41,4,196468,11,5,8,4,4,0,0,0,31,8,0
24,4,192011,11,4,8,2,4,0,0,0,30,39,0
47,4,345503,9,2,1,0,2,0,0,0,40,39,0
29,4,38434,15,4,6,1,4,0,0,0,20,39,0
24,4,140084,8,0,12,1,4,1,0,0,46,39,0
34,4,41583,15,2,4,0,4,1,0,0,40,39,0
28,4,150564,15,4,10,1,4,0,2706,0,46,21,0
26,4,199638,15,4,8,3,2,0,0,0,40,39,0
27,6,120864,11,0,8,3,4,0,0,0,26,39,0
41,4,145351,12,0,10,1,4,1,1,0,53,11,0
44,4,191942,11,2,3,0,2,1,0,0,78,39,0
19,4,245903,15,4,12,3,4,0,0,0,23,39,0
50,4,274360,9,2,3,0,4,1,0,0,60,39,1
24,4,67156,15,4,7,3,2,0,0,0,30,39,0
41,2,342120,7,2,8,0,4,1,0,0,36,26,0
51,2,129887,7,2,5,0,4,1,0,0,36,39,0
47,2,229666,11,2,1,0,4,1,0,0,40,39,1
48,2,169144,11,2,8,2,4,1,0,0,75,39,0
31,4,191186,11,0,1,2,2,0,0,0,21,39,0
50,4,150465,9,4,12,5,2,0,0,0,40,39,0
20,4,186225,1,4,6,3,4,1,0,0,40,39,0
55,5,279816,15,2,12,0,4,1,0,0,58,39,0
45,4,119649,9,2,10,0,4,1,0,0,40,39,1
20,4,66609,15,4,8,3,2,1,0,0,40,39,0
61,4,107837,15,2,1,5,4,0,0,0,40,39,0
24,4,155630,8,4,1,1,4,0,0,0,20,39,0
28,4,179137,7,2,12,0,4,1,0,0,44,39,0
35,1,28530,12,4,4,1,4,0,0,0,40,39,0
38,0,122696,15,5,0,4,2,0,0,0,40,39,0
41,2,114793,10,4,4,1,4,0,2728,0,40,39,0
58,4,148647,11,2,8,0,4,1,0,0,36,25,0
22,6,196762,15,4,12,3,4,0,0,0,16,39,0
19,0,39418,15,4,0,3,4,1,0,0,19,39,0
25,4,232150,8,2,3,0,4,1,0,0,38,39,0
44,4,207367,11,0,12,4,4,0,0,0,16,0,0
63,4,314225,9,2,4,0,4,1,0,0,51,39,1
60,2,26622,5,6,0,3,4,1,0,0,60,26,0
37,4,171916,8,0,3,1,4,0,0,0,40,39,0
59,6,122128,11,2,5,0,4,1,0,0,40,39,0
67,4,54262,12,2,8,5,4,0,0,0,22,39,0
30,4,373212,15,4,12,1,4,1,0,0,13,39,0
42,4,246851,7,2,11,0,4,1,0,0,40,39,0
42,4,108382,11,4,8,1,4,0,0,0,40,39,0
19,0,56459,15,4,0,2,4,1,0,0,63,39,0
40,4,172325,11,0,1,1,4,0,0,0,40,39,0
55,2,157771,11,6,8,4,4,0,0,0,2,39,0
25,4,116142,1,4,12,3,4,1,2,0,43,39,0
47,4,390286,9,2,10,0,4,1,0,0,60,39,0
59,2,118341,9,2,4,3,4,0,0,1868,33,39,1
32,4,131201,15,4,1,1,2,1,0,0,40,39,0
29,2,284092,9,4,4,1,4,1,0,0,35,39,0
57,4,23362,11,2,3,0,4,1,0,0,60,39,0
55,4,81297,15,4,4,5,2,0,0,0,40,39,0
35,2,203548,11,2,4,0,4,1,7451,0,40,39,1
22,4,32285,11,2,7,2,4,1,0,0,40,39,0
28,4,200719,15,4,1,1,4,1,0,0,56,11,0
37,4,124098,11,4,12,1,4,0,0,0,35,39,0
28,4,158712,9,5,12,0,4,1,0,0,49,39,1
66,4,244057,11,0,14,3,4,1,0,0,52,39,0
36,4,479297,15,2,4,2,4,1,0,0,37,39,0
20,0,72796,11,4,0,2,2,0,0,0,40,39,0
39,4,243494,15,4,12,1,4,0,0,0,31,39,0
37,4,332454,11,4,12,3,4,1,0,0,30,39,0
22,6,220890,3,2,5,0,4,1,0,0,44,39,0
21,6,130162,15,4,8,1,4,1,0,0,40,2,0
35,4,116191,11,2,3,0,4,1,0,0,40,39,0
48,4,48329,9,4,10,1,4,1,0,0,53,39,0
48,4,94859,11,2,4,0,4,1,0,0,40,39,1
28,4,396821,11,0,8,4,4,1,0,0,40,26,0
50,4,90948,11,2,7,0,4,1,0,0,75,39,0
22,2,210324,13,2,10,2,4,0,0,0,40,39,0
20,4,47200,8,4,5,3,4,1,0,0,30,39,0
21,4,69437,11,6,8,4,2,0,0,0,21,39,0
35,5,77739,11,2,4,0,4,1,7421,0,40,39,1
59,4,154357,3,2,8,0,4,1,0,0,45,24,0
29,4,251469,13,0,8,1,4,1,0,0,30,39,0
44,5,180937,11,2,4,0,4,1,0,0,40,37,0
22,4,74238,15,4,5,3,4,1,0,0,40,39,0
47,2,206225,15,4,8,3,4,1,0,0,20,39,0
39,4,131914,12,2,10,5,4,0,0,0,40,10,1
22,4,190902,9,2,4,5,4,0,0,0,19,39,0
24,4,186212,11,2,8,0,4,1,0,0,53,39,0
51,2,315844,11,2,8,2,4,0,0,0,36,39,0
36,4,243761,11,4,3,3,4,1,2734,0,40,39,0
48,6,66926,15,2,12,0,4,1,0,0,30,39,1
21,4,301498,11,4,12,3,4,1,0,0,40,39,0
37,4,110729,1,4,5,3,4,0,0,0,45,39,0
27,4,151812,15,2,13,0,4,1,0,0,40,39,0
27,4,145706,9,4,1,4,4,0,14809,0,44,39,1
22,4,81244,11,4,8,1,4,0,0,0,50,39,0
31,4,84796,5,5,12,4,4,0,0,0,18,39,0
43,4,35897,13,0,1,1,4,0,0,0,40,39,0
25,2,25780,15,4,0,3,4,0,0,0,28,39,0
56,1,113266,12,2,10,0,4,1,7482,0,40,11,1
31,4,33182,0,4,5,3,4,0,0,0,21,39,0
58,7,109524,15,2,8,0,4,1,0,0,21,39,0
59,7,144272,9,0,5,1,4,1,0,0,21,21,0
56,4,129764,5,2,3,0,2,1,0,0,40,39,0
26,4,239511,11,4,12,3,4,1,0,0,30,39,0
39,4,242391,12,2,4,0,1,1,0,0,60,40,1
28,4,571099,3,5,6,3,4,1,0,0,17,39,0
63,4,451961,15,2,5,0,4,1,0,0,30,39,0
72,4,227488,8,4,1,1,4,0,0,0,40,39,0
22,4,312846,9,4,12,4,0,0,0,0,30,39,0
37,4,106792,9,4,8,1,2,0,0,0,68,39,0
50,4,225543,1,4,6,3,4,0,0,0,21,0,0
38,4,191851,11,4,6,4,4,1,1,0,40,14,0
24,4,113084,11,4,12,1,4,0,0,0,30,39,0
19,4,198190,11,4,14,3,4,1,0,0,40,39,0
17,4,269498,0,4,6,3,4,1,0,0,30,39,0
57,4,36789,15,2,8,0,4,1,0,0,77,39,0
59,4,115257,9,5,11,1,4,1,0,0,40,39,0
43,4,37451,9,2,10,0,4,1,0,0,66,39,1
21,0,100787,15,4,10,3,4,0,0,0,31,0,0
43,2,267554,9,2,10,0,4,1,7382,0,40,39,1
42,6,153652,9,4,3,1,0,1,0,0,60,39,1
33,4,206596,4,5,7,2,4,1,0,0,40,13,0
24,4,238536,14,4,7,1,3,0,39148,0,31,6,0
36,4,186733,12,2,3,0,4,1,0,0,40,39,0
32,4,148792,15,2,12,0,4,1,0,0,44,39,0
40,4,59917,13,0,1,1,4,0,0,0,40,39,0
65,0,143517,7,5,0,2,4,1,0,0,34,39,0
40,4,234869,15,4,12,1,4,0,0,0,14,39,0
55,4,163263,12,4,10,2,4,0,0,0,45,39,1
23,4,171520,15,4,8,3,2,0,0,0,40,39,0
45,4,124114,8,2,7,0,2,1,2753,0,40,39,0
30,4,137749,10,2,10,5,1,0,0,0,60,9,1
38,4,117055,11,2,4,0,4,1,0,0,50,39,0
28,4,175681,11,4,6,3,4,1,0,0,40,39,0
49,0,56948,11,4,0,1,4,1,0,0,40,39,0
27,4,145747,11,4,1,1,4,0,0,0,35,39,0
47,4,80633,11,5,3,2,4,1,0,0,31,39,0
40,4,159733,7,4,3,1,2,1,0,0,40,39,1
49,4,238894,7,0,4,2,4,1,0,0,36,39,0
48,0,116219,1,2,0,2,4,0,0,0,35,39,0
22,4,173361,11,2,14,0,2,1,0,0,40,39,0
